,Gene stable ID,score_0.95,halflife,5UTR_GC,coding_GC,3UTR_GC
0,FBgn0000008,0.0726319475158484,91.02903981824888,0.3740523995827419,0.5738016917293233,0.3257328990228013
1,FBgn0000014,0.120914932445903,48.9000906694983,0.4776643913927916,0.597860999926729,0.3781193197209473
2,FBgn0000015,0.0987037192684117,32.39165533028112,0.4589823075430774,0.5978844308503921,0.3803411108492482
3,FBgn0000017,0.071622886671885,75.99665133236677,0.4546684709066306,0.5903385451919461,0.425973938954405
4,FBgn0000018,0.037037037037037,33.58351913870809,0.4691358024691358,0.5061728395061729,0.2258064516129032
5,FBgn0000022,0.0891089108910891,22.325674506009392,0.4285714285714285,0.4801980198019802,0.2903225806451613
6,FBgn0000024,0.0362532705389848,138.74070100310234,0.5134389082741181,0.58585557299843,0.3583543527969637
7,FBgn0000028,0.0443273925375333,54.95948632925196,0.4386666666666666,0.5616051654453769,0.4342185178601836
8,FBgn0000032,0.0416999693615207,85.42735017885278,0.445797847758632,0.5113670423210646,0.3340909090909091
9,FBgn0000036,0.041706902507576,47.49421842078806,0.5324324324324324,0.5591496302228084,0.4127589152592101
10,FBgn0000037,0.058316062149007,57.259599740837785,0.4902086485625547,0.6031543105626265,0.4052409920449228
11,FBgn0000038,0.0544159544159543,82.42178742319602,0.3916666666666666,0.5034679241575793,0.3993959645802892
12,FBgn0000039,0.0456383593298671,208.4570856794152,0.4575553041569744,0.5378393991912189,0.3481481481481481
13,FBgn0000042,0.0203359858532272,254.6235075823961,0.3977175175478463,0.5897435897435898,0.3965763725760381
14,FBgn0000043,0.035366931918656,216.4397792054403,0.362962962962963,0.5543766578249337,0.4
15,FBgn0000044,0.039787798408488,148.4233204816733,0.375,0.5862068965517241,0.4104627766599598
16,FBgn0000045,0.0503978779840848,143.57504986963673,0.5168576104746317,0.6083112290008842,0.4409221902017291
17,FBgn0000046,0.0327144120247568,225.990250364158,0.4262404655185972,0.5862068965517241,0.4110632594317857
18,FBgn0000047,0.048629531388152,84.842877088452,0.3829787234042553,0.5950486295313882,0.4513513513513513
19,FBgn0000052,0.0238622386223862,90.6963513686319,0.524240299692532,0.5650676506765068,0.2406015037593984
20,FBgn0000053,0.0338050447941957,82.42178742319602,0.4611398963730569,0.573737811055083,0.2866247941543987
21,FBgn0000055,0.053177691309987,277.53117198461604,0.4425052121658082,0.5797665369649806,0.3878739321964866
22,FBgn0000056,0.0231990231990232,82.42178742319602,0.4854862354230772,0.4786324786324786,0.2711864406779661
23,FBgn0000057,0.0376258611552729,47.99952124057576,0.4926691729323308,0.5548489666136724,0.3364485981308411
24,FBgn0000061,0.0774246128769356,102.65201686602312,0.4926829268292683,0.612876935615322,0.3550295857988165
25,FBgn0000063,0.0655900482657228,60.78140374138407,0.33,0.5147834871415686,0.278030303030303
26,FBgn0000064,0.0440319349159127,170.663275792661,0.4634726083396596,0.6143845411801213,0.3491864244680428
27,FBgn0000071,0.0389659277935357,389.1596472874252,0.4470598953157093,0.5952101644663889,0.4119047619047619
28,FBgn0000075,0.0287018917155903,51.11005584907563,0.441292735042735,0.5671885192433137,0.2727272727272727
29,FBgn0000077,0.0362573099415204,44.70884343989157,0.3844034090909091,0.5473684210526316,0.2808219178082192
30,FBgn0000078,0.0626262626262626,21975699.24229289,0.3333333333333333,0.6296296296296297,0.3411764705882353
31,FBgn0000079,0.0579124579124579,444.5151555268979,0.4242424242424242,0.6276094276094276,0.3321645021645021
32,FBgn0000083,0.0362393162393162,82.42178742319602,0.362957698977961,0.5904273504273504,0.353851818284808
33,FBgn0000084,0.0456196023038769,197.1096131654565,0.4701492537313433,0.630378346652219,0.4489795918367347
34,FBgn0000092,0.0446998722860791,38.14469568133464,0.4696969696969697,0.5708812260536399,0.3353658536585366
35,FBgn0000094,0.1149425287356321,82.42178742319602,0.4054054054054054,0.425287356321839,0.2536429872495446
36,FBgn0000097,0.0641200545702592,27.55924984846629,0.485895038971743,0.5757162346521146,0.3594283304553567
37,FBgn0000100,0.0524109014675052,530.8962147117626,0.4360803727431567,0.5922431865828093,0.5232558139534884
38,FBgn0000108,0.0517172381464306,230.2995598800489,0.5024271844660194,0.5924605786180215,0.3914420786249586
39,FBgn0000109,0.0455373406193078,107.93374689015884,0.4070013579359374,0.5428051001821493,0.310834972286787
40,FBgn0000114,0.0916726535881624,33.30869376523764,0.3824478477850278,0.5806039173861491,0.3933580150820233
41,FBgn0000115,0.0534069981583793,155.43901575722117,0.380281690140845,0.583793738489871,0.3707865168539326
42,FBgn0000116,0.0562139421482023,209.9542006235897,0.4497821326104083,0.585278823660774,0.4634883315917799
43,FBgn0000117,0.0353858423809586,82.42178742319602,0.4343557491416492,0.5627896443528377,0.4656177156177156
44,FBgn0000119,0.0313678777049831,82.42178742319602,0.4607329842931937,0.5304744887830057,0.2889447236180904
45,FBgn0000120,0.0391393149384016,82.42178742319602,0.3465361754457881,0.5647178966813671,0.3308940412159058
46,FBgn0000121,0.0364842454394693,82.42178742319602,0.4864864864864865,0.5522388059701493,0.3956521739130434
47,FBgn0000137,0.0930869267624914,23.755909011430514,0.4641148325358851,0.4900752908966461,0.3263157894736842
48,FBgn0000139,0.0536017114677303,82.42178742319602,0.5116339753436527,0.5437024119391141,0.2988505747126437
49,FBgn0000140,0.0521739130434782,35.26945902519766,0.40625,0.5142369991474851,0.2526690391459075
50,FBgn0000146,0.0520897934501419,126.21032243897984,0.3834844616603574,0.4829675095971978,0.2654867256637168
51,FBgn0000147,0.0663430420711974,80.5787480636075,0.4583333333333333,0.540453074433657,0.2485549132947976
52,FBgn0000150,0.0463959117805271,681.8155378743096,0.4630950936375035,0.6133674018289403,0.3255813953488372
53,FBgn0000152,0.0401854714064915,72.18676566920524,0.4043956043956044,0.5352910870685214,0.4078212290502793
